Date	DoW M=1	Debit	Credit
42507	2	-34.48	
42507	2	-11.68	
42507	2	-70	
42507	2	-50	
42507	2	-38	
42507	2	-39.2	
42506	1	-24.96	
42506	1	-13.2	
42506	1	-10	
42506	1	-58.36	
42505	7	-11	
42505	7	-1.8	
42505	7	-29.99	
42505	7	-46.95	
42505	7	-400	
42505	7	-400	400
42505	7	-6.59	
42505	7	-63	
42505	7	-5	
42505	7	-74	74
42505	7	-1	
42505	7	-122.65	122.65
42505	7	-20	20
42504	6	-25.07	
42504	6	-3.95	
42504	6	-20.2	
42504	6	-33.3	
42504	6	-3.95	
42503	5	-7.28	
42503	5	-88	
42503	5	-28	
42503	5	-175	
42502	4	-7.15	
42502	4	0	134.95
42501	3	-119.79	
42501	3	-26.5	
42500	2	-30	
42500	2	-19	
42500	2	-20	
42500	2	0	26.19
42499	1	-81.45	
42499	1	-1105.06	1105.06
42499	1	-65	
42499	1	-105.06	
42499	1	-17.99	
42499	1	-13.99	
42499	1	-9.99	
42498	7	-14	
42498	7	-160	
42498	7	-3.95	
42498	7	-18.52	
42497	6	-12.74	
42497	6	-1.99	
42497	6	-162.46	
42497	6	-33.76	
42497	6	-9.44	
42497	6	-3.95	
42496	5	-17.57	
42496	5	-47.87	
42496	5	-9.64	
42496	5	-25	
42496	5	-10.18	
42496	5	-50	50
42496	5	-9.27	
42496	5	0	1929.55
42495	4	-5	
42495	4	-12.99	12.99
42495	4	-12.99	
42495	4	-20	20
42495	4	0	100
42494	3	-7.15	
42493	2	-7.15	
42493	2	-5.64	
42493	2	-56.18	
42493	2	-51.41	
42492	1	-3.95	
42492	1	-11.99	
42492	1	-16.88	
42492	1	-9.96	
42492	1	-3	
42492	1	-5	
42492	1	-134.95	
42492	1	-5.49	
42491	7	-35.1	
42491	7	-1.58	
42491	7	-750	
42491	7	-10	
42490	6	-1100	1100
42490	6	-153.89	
42490	6	-3.95	
42490	6	-14.55	
42490	6	-5.5	
42490	6	0	360
42489	5	-26.19	
42489	5	-4.02	
42489	5	-18.6	
42489	5	-6.35	
42489	5	-4	
42489	5	-12.99	12.99
42489	5	-12.99	
42488	4	-8	
42488	4	-34.85	
42488	4	-15.93	
42487	3	-22.99	
42487	3	-18.51	
42487	3	-20	
42486	2	-20.29	
42486	2	-10	
42485	1	0	
42484	7	-9	
42484	7	-7.97	
42484	7	-8.91	
42484	7	-17	
42484	7	-3.35	
42483	6	-46	
42483	6	-71.03	
42483	6	-20	
42483	6	-35	
42482	5	-130	
42482	5	-54	
42482	5	-19.14	
42482	5	-212.49	
42482	5	-199.2	
42482	5	-795	795
42482	5	0	1929.54
42481	4	-14.4	
42481	4	-44.94	
42480	3	-7.15	
42480	3	-87.97	
42480	3	0	20
42480	3	0	8.66
42479	2	-48.85	
42479	2	-20	
42479	2	-22	
42479	2	-72.33	
42478	1	-38.29	
42477	7	-20.24	
42477	7	-50.22	
42477	7	-50.34	
42477	7	-43.28	
42476	6	-42	
42476	6	-11.22	
42476	6	-45	
42476	6	-10.7	
42475	5	-38	
42475	5	-17	
42475	5	-441.05	441.05
42475	5	-122.65	122.65
42474	4	0	100
42474	4	-8.25	
42473	3	-14.27	
42473	3	-8.25	
42473	3	-10	
42473	3	-28.31	
42472	2	-14.97	
42472	2	-35	
42472	2	-441.05	
42472	2	-716.48	716.48
42472	2	-19.13	
42472	2	-21	
42471	1	-17	
42471	1	-1.87	
42471	1	-40.8	
42471	1	-4.27	
42470	7	-4.35	
42470	7	-36.37	
42470	7	-51.51	
42470	7	-51.12	
42470	7	-40	
42469	6	-6.24	
42469	6	-5	
42469	6	-245	
42469	6	-54	
42469	6	-7.9	
42469	6	-10	
42468	5	-6.53	
42468	5	-32	
42468	5	-40	
42468	5	-105.06	
42468	5	-8.94	
42468	5	-134.95	134.95
42467	4	-26.46	
42467	4	-24.7	
42467	4	-27.5	
42467	4	-13.8	
42467	4	-1063.78	1063.78
42467	4	-12.99	12.99
42467	4	-12.99	
42467	4	-9.99	
42467	4	0	1929.55
42466	3	0	
42465	2	-19	
42465	2	-27.69	
42465	2	-202.58	
42464	1	-11.2	11.2
42464	1	-134.95	
42464	1	0	835
42463	7	-20.37	
42463	7	-9	
42463	7	-35	
42463	7	-20	
42463	7	-66.24	
42462	6	-3.26	
42462	6	-40	
42461	5	-11.2	
42461	5	0	43.59
42461	5	-27.05	
42461	5	-10	
42461	5	-750	
42460	4	-1.75	
42460	4	-9	
42460	4	-5.49	
42460	4	0	360
42459	3	-3	
42459	3	-25.13	
42459	3	-225	
42459	3	-52.4	
42459	3	-212	212
42459	3	-1023.18	1023.18
42459	3	-203.72	
42459	3	-12.99	12.99
42459	3	-12.99	
42458	2	-8	
42458	2	-20	
42457	1	-85.06	
42457	1	-15.93	
42457	1	-20	20
42456	7	-3.95	
42456	7	-16.32	
42456	7	-4.71	
42456	7	-66.51	
42455	6	0	200
42455	6	-51.68	
42455	6	-58.03	
42455	6	-81.52	
42455	6	-63.25	
42455	6	-52.35	
42454	5	0	
42453	4	-530	
42453	4	-37.8	
42453	4	-19.2	
42453	4	-696	
42453	4	-1450.03	1450.03
42452	3	0	
42451	2	-3.95	
42451	2	-51.56	
42451	2	-43.27	
42451	2	-25.08	
42451	2	-35.62	
42451	2	0	1929.53
42451	2	-13.23	
42450	1	-34.07	
42450	1	-17.5	
42450	1	-9.23	
42450	1	-12.79	
42450	1	-5	
42450	1	-9.75	
42450	1	-2	
42450	1	-125	
42450	1	-11.17	
42450	1	-4	
42450	1	-305.1	
42449	7	-8	
42449	7	-10.05	
42449	7	-13	
42449	7	-42	
42449	7	-20	20
42449	7	-3.99	
42449	7	-37	
42449	7	-6.5	
42449	7	-5.51	
42449	7	0	8.1
42448	6	-6.98	
42448	6	-37	
42448	6	-4	
42448	6	-51.33	
42448	6	-72.33	
42447	5	-81.59	
42447	5	-3.5	
42447	5	-54	
42447	5	-0.57	
42447	5	-27.41	
42447	5	-81.73	
42447	5	-13.8	
42447	5	-69	69
42446	4	-43.45	
42446	4	-35.94	
42446	4	-18.73	
42446	4	-15.6	
42446	4	-1	
42446	4	-2	
42446	4	-6.2	
42446	4	-6.95	
42445	3	-90	
42445	3	-17.44	
42445	3	-60	
42445	3	-3.75	
42445	3	-11.4	
42445	3	-28.75	
42445	3	-13.44	
42445	3	-6.09	
42445	3	0	100
42445	3	-1091.11	1091.11
42444	2	-13.79	
42444	2	-14.98	
42444	2	-5	
42444	2	-2	
42444	2	-24.1	
42444	2	-6.09	
42444	2	-70	
42444	2	-14	
42444	2	-122.65	122.65
42443	1	-70	
42443	1	-12.34	
42443	1	-8	
42443	1	0	40
42442	7	-28.51	
42442	7	-40.62	
42442	7	-392.7	
42441	6	-73.99	
42441	6	-40	
42441	6	-20	20
42441	6	-34	
42441	6	-65.5	
42440	5	-5	
42440	5	-27.36	
42440	5	-0.29	
42440	5	-11.06	
42440	5	-42.5	
42440	5	-10	
42440	5	-141.25	141.25
42439	4	-35	
42439	4	-15.32	
42439	4	-15.92	
42439	4	-19.9	
42439	4	-5	
42438	3	-1	
42438	3	-20	
42438	3	-141.25	
42438	3	-5	
42438	3	-19.18	
42438	3	-2.03	
42438	3	-11.8	
42438	3	-9	
42437	2	-8	
42437	2	-19	
42436	1	-740.96	740.96
42436	1	-8	
42436	1	-9.6	
42436	1	-5	
42436	1	-9.99	
42436	1	0	1929.55
42435	7	-64.28	
42435	7	-108.9	
42435	7	-4.25	
42435	7	-8.82	
42434	6	-34.26	
42434	6	-3.2	
42434	6	-13.18	
42434	6	-20	
42434	6	-14.84	
42433	5	-10	
42433	5	-9.32	
42433	5	-13.5	
42433	5	-10	
42433	5	-12.99	12.99
42433	5	-12.99	
42432	4	-8.14	
42432	4	-20	
42432	4	-18.43	
42431	3	-18.68	
42431	3	-46.19	
42431	3	-53	
42431	3	-134.95	134.95
42431	3	-11	
42431	3	-134.95	
42430	2	-24.22	
42430	2	-76.81	
42430	2	-3.81	
42430	2	-16	
42430	2	-69	
42430	2	-10	
42430	2	-500	
42429	1	0	
42429	1	-5.49	
42428	7	-81.35	
42428	7	-34.39	
42427	6	-15.2	
42427	6	-0.25	
42427	6	-21.8	
42427	6	-77.28	
42427	6	-422.28	422.28
42427	6	0	360
42426	5	-2	
42426	5	-25.08	
42426	5	-24.5	
42426	5	-12.99	12.99
42425	4	-31	
42425	4	-100	100
42425	4	-8.75	
42425	4	-99.99	99.99
42424	3	-95	
42424	3	-36.26	
42424	3	-134.93	134.93
42424	3	-12.99	
42424	3	-134.93	
42423	2	-10.45	
42423	2	-60	
42423	2	0	166.39
42423	2	-72.33	
42422	1	-99.99	
42422	1	-6.74	
42421	7	-53.95	
42421	7	-14.68	
42421	7	-22	
42421	7	-13.62	
42421	7	-34.6	
42421	7	-70	
42421	7	-8	
42421	7	0	8.53
42420	6	-37.32	
42420	6	-23.85	
42420	6	-24.58	
42420	6	-5.75	
42420	6	-0.75	
42420	6	0	1929.47
42419	5	-30.62	
42419	5	-33	
42419	5	-20	
42419	5	-15.25	
42418	4	-15.93	
42418	4	-5	
42418	4	-100	100
42417	3	-20	
42417	3	-400	400
42417	3	-484.69	484.69
42417	3	-1371.45	1371.45
42417	3	0	100
42416	2	0	40
42416	2	0	
42415	1	-3.95	
42415	1	-7.4	
42415	1	-30	
42415	1	-122.65	122.65
42414	7	-36.08	
42414	7	-20	20
42414	7	-3.95	
42414	7	-15.92	
42413	6	-31.15	
42413	6	-31.22	
42413	6	-30	
42413	6	-9.27	
42412	5	-20	
42412	5	0	96.8
42412	5	-10.18	
42412	5	-60	
42412	5	-3.5	
42411	4	-5	
42411	4	-18.37	
42411	4	-5.82	
42411	4	-93.4	93.4
42411	4	-6.83	
42411	4	0	5416
42410	3	-10.96	
42410	3	-16.83	
42410	3	-0.75	
42409	2	-15.31	
42409	2	-4.13	
42409	2	-5	
42408	1	-467.11	
42408	1	-217.98	
42408	1	-395.11	
42408	1	-9.99	
42407	7	-45.86	
42407	7	-134.95	134.95
42407	7	-13.12	
42407	7	0	63.75
42406	6	-12.99	12.99
42406	6	-27.51	
42406	6	-28.06	
42406	6	-31.38	
42406	6	-54.24	
42406	6	-120.06	
42406	6	-120.06	
42406	6	-20	
42406	6	-12.99	
42405	5	-84	
42405	5	-16	
42405	5	-4	
42405	5	-13.45	
42405	5	0	5.6
42405	5	0	5.6
42405	5	0	69.18
42405	5	0	44.2
42405	5	-17.46	
42405	5	-612.38	612.38
42405	5	-5500	5500
42405	5	0	1793
42405	5	0	2459.38
42404	4	-5	
42403	3	0	
42402	2	-2	
42402	2	-5	
42402	2	-76.45	
42402	2	-134.95	
42401	1	-4969	
42401	1	-7.62	
42401	1	-16.25	
42401	1	-1.5	
42401	1	-10	
42401	1	-5.49	
42401	1	-500	
42400	7	-5000	5000
42400	7	-16.61	
42400	7	-4	
42400	7	-44	
42400	7	-6	
42400	7	-20.36	
42399	6	-34.76	
42399	6	-52	
42399	6	-27.9	
42399	6	-77.49	
42399	6	-30	
42399	6	-2.25	
42399	6	-72.58	
42398	5	-40	
42398	5	-3.95	
42398	5	-18	
42398	5	-121.09	
42398	5	-12.99	12.99
42398	5	-12.99	
42398	5	0	359.94
42397	4	0	100
42397	4	0	
42396	3	-19.79	
42396	3	-13.45	
42396	3	-631.8	631.8
42396	3	-59.48	
42395	2	-2500	2500
42395	2	-4.4	
42395	2	-2.21	
42394	1	-46.63	
42394	1	0	23.75
42394	1	-12.87	
42394	1	-96.56	
42394	1	-14.71	
42394	1	-7.75	
42394	1	-10	
42394	1	-14.75	
42393	7	-3.95	
42393	7	-13.89	
42393	7	-31.92	
42392	6	-7.5	
42392	6	-64.89	
42392	6	-14.4	
42392	6	0	207.49
42392	6	-131.8	
42391	5	-54.05	
42391	5	-10	
42391	5	-65	
42391	5	-16.81	
42391	5	0	23.97
42391	5	-75	
42391	5	-3.2	
42391	5	-15.32	
42391	5	0	1929.46
42390	4	-26.03	
42390	4	-7	
42390	4	-2221.37	2221.37
42389	3	0	40
42389	3	-8.95	
42389	3	0	10.76
42388	2	-12.83	
42388	2	-9.99	
42388	2	0	86.41
42388	2	-71.35	
42388	2	-196	
42388	2	-35	
42388	2	-5	
42388	2	-15.33	
42387	1	-1739	
42387	1	-35.5	
42387	1	-39.02	
42386	7	-20	
42386	7	-6.29	
42386	7	0	50
42385	6	0	50
42385	6	-10.77	
42385	6	-9.84	
42385	6	-30.62	
42385	6	-9	
42385	6	-27.16	
42385	6	-38	
42384	5	-8.81	
42384	5	-4.49	
42384	5	-101.67	
42384	5	-122.65	122.65
42383	4	-27.56	
42382	3	-5	
42382	3	-24.23	
42382	3	-10	
42382	3	0	126.33
42382	3	-30	
42382	3	-39.8	
42382	3	-6	
42382	3	-20.19	
42381	2	-1.76	
42381	2	-1600	1600
42380	1	0	114.95
42380	1	-154.29	
42380	1	-347.97	347.97
42380	1	-5	
42379	7	-8	
42379	7	-71.58	
42379	7	-2	
42379	7	-88.02	
42379	7	-3.18	
42379	7	-9	
42378	6	-6.52	
42378	6	-154.29	
42378	6	-29.96	
42378	6	-10	
42377	5	-35.99	
42377	5	-166.39	
42377	5	-9.38	
42377	5	-12.77	
42376	4	-2.5	
42376	4	-51.5	
42376	4	-12.99	12.99
42376	4	-12.99	
42376	4	-9.99	
42376	4	0	2061.84
42375	3	-15.72	
42375	3	-20	
42375	3	0	163.07
42374	2	-1.96	
42374	2	-16.8	
42374	2	-15	
42374	2	-20	
42374	2	-28.63	
42373	1	-155	
42373	1	0	100
42373	1	-9.75	
42373	1	-35	
42373	1	-2	
42373	1	-31	
42373	1	-79.95	
42372	7	-85	
42372	7	-98	
42372	7	-19.09	
42372	7	-22.04	
42372	7	-30	20
42372	7	-30.76	
42372	7	-7.9	
42372	7	-5	
42372	7	-4.18	
42371	6	-11.91	
42371	6	-71.22	
42371	6	-34.5	
42371	6	0	133.68
42370	5	-500	
42370	5	-347.97	347.97
42370	5	-5.35	
42370	5	-10.72	
42370	5	-10	
42369	4	-24.39	
42369	4	-31.21	
42369	4	-124.81	
42369	4	-15.22	
42369	4	-16.22	
42369	4	-137.35	
42369	4	-5.49	
42369	4	0	359.94
42368	3	-135	
42368	3	-36.11	
42368	3	-26.99	
42368	3	-10	
42368	3	-20	
42368	3	-14.34	
42367	2	-12.99	12.99
42367	2	-12.99	
42366	1	-21.2	
42366	1	-48.86	
42366	1	-4.99	
42365	7	-347.97	
42365	7	-65.99	
42365	7	-9.38	
42364	6	0	
42363	5	0	
42362	4	0	
42361	3	0	
42360	2	-36.61	
42360	2	-20.74	
42360	2	-17.8	
42359	1	0	
42358	7	0	
42358	7	-504.42	504.42
42358	7	-48.27	
42358	7	0	10.4
42357	6	0	
42357	6	0	2006.77
42356	5	0	
42355	4	0	
42355	4	0	55
42355	4	-101.67	
42354	3	0	
42354	3	-1213.29	1213.29
42354	3	-122.65	122.65
42353	2	-27	
42353	2	-4.73	
42353	2	-35	
42353	2	-5	
42352	1	-15.52	
42352	1	-213.29	
42352	1	-50	
42352	1	-14	
42352	1	-16.47	
42352	1	-4.09	
42352	1	-117.93	
42351	7	-30	
42351	7	-12.06	
42351	7	-9.52	
42351	7	-9.75	
42351	7	-10.53	
42351	7	-11.92	
42351	7	-4.06	
42351	7	-35	
42351	7	-3.01	
42351	7	-15.99	
42351	7	-35	
42351	7	-18.56	
42351	7	-15	
42351	7	-113.85	
42350	6	-25.92	
42350	6	-13.74	
42350	6	-20.27	
42350	6	-15.76	
42350	6	-12.49	
42350	6	-6.01	
42350	6	-18.5	
42350	6	-7.05	
42350	6	-6.3	
42350	6	-4.08	
42349	5	-70	
42349	5	-70	
42349	5	-7.35	
42349	5	-4.73	
42349	5	-18.23	
42349	5	-18.84	
42349	5	-18	
42349	5	-60	60
42349	5	-11.84	
42349	5	-6.48	
42348	4	-698	
42348	4	-56.29	
42348	4	-25.03	
42347	3	-16	
42347	3	-55	
42347	3	-6.09	
42347	3	-5	
42347	3	-23.99	
42346	2	0	
42346	2	-1579.95	1579.95
42346	2	-18.3	
42345	1	-5	
42345	1	-49.99	
42345	1	-16.31	
42345	1	-6.09	
42345	1	-9.99	
42344	7	-4.05	
42344	7	-5.34	
42344	7	-20	20
42344	7	-39.16	
42344	7	-124.58	124.58
42343	6	-100.32	
42343	6	0	2006.79
42342	5	-41	
42342	5	-125	
42342	5	-12.99	12.99
42342	5	-12.99	
42342	5	-4.33	
42342	5	-28.75	
42341	4	-8.34	
42341	4	-6.09	
42340	3	-5.6	
42340	3	-5.6	
42340	3	-69.18	
42340	3	-44.2	
42340	3	-20	
42340	3	-37.64	
42340	3	-17.37	
42340	3	-12.01	
42340	3	-6.2	
42340	3	-6.09	
42340	3	-79.95	
42339	2	-3.57	
42339	2	-6.09	
42339	2	-8.83	
42339	2	-346.99	346.99
42339	2	-250	
42339	2	-10	
42338	1	-54	
42338	1	-23.22	
42338	1	-6.07	
42338	1	-6.09	
42338	1	-257.98	257.98
42338	1	-4.09	
42338	1	-43.8	
42338	1	-5.49	
42338	1	0	359.94
42337	7	-57.65	
42337	7	-28.41	
42337	7	-19.36	
42337	7	-21.24	
42337	7	-24.68	
42337	7	-25.28	
42337	7	-37.84	
42337	7	-144.69	
42337	7	-237.85	
42337	7	-22.24	
42336	6	-5.45	
42336	6	-6.6	
42336	6	-20	
42336	6	-32.23	
42336	6	-19.71	
42336	6	0	159.84
42336	6	-1.29	
42336	6	-75	
42336	6	-5.18	
42335	5	-65.41	
42335	5	-29.54	
42334	4	-13	
42334	4	-152.99	152.99
42334	4	-12.99	
42333	3	-25.02	
42333	3	-5	
42333	3	-18	
42333	3	-11.66	
42333	3	-12.4	
42333	3	-29	
42333	3	-152.55	
42333	3	-2000	2000
42333	3	-6.4	
42333	3	-59.83	
42332	2	-18	
42332	2	-20	
42332	2	-257.98	
42332	2	-20	20
42332	2	-4.93	
42331	1	-77.67	
42331	1	-140	
42331	1	-77.47	
42331	1	-6.09	
42331	1	-2.83	
42331	1	-1	
42331	1	-30	
42331	1	-8	
42330	7	-19.07	
42330	7	-34.96	
42330	7	-18.94	
42330	7	0	1000
42330	7	-10	
42330	7	-11.93	
42329	6	-5.44	
42329	6	-555.86	
42329	6	-219.76	
42329	6	-39.99	
42329	6	-160	
42329	6	-3.77	
42329	6	-6.4	
42329	6	-4.5	
42329	6	-3.77	
42329	6	-2.89	
42328	5	-3.27	
42328	5	-60	60
42328	5	0	20
42328	5	-6.81	
42328	5	0	10.74
42328	5	-21	
42328	5	0	2006.77
42327	4	-6.09	
42327	4	-10	
42327	4	-14.99	
42327	4	0	60
42326	3	-10.1	
42326	3	-77	
42326	3	-20	
42326	3	-5.75	
42326	3	-59.76	
42326	3	-6.09	
42326	3	-8	
42326	3	0	155.25
42325	2	-52.62	
42325	2	-26.17	
42325	2	0	25
42325	2	-102.57	
42324	1	-22.55	
42324	1	-82	
42324	1	0	78.02
42324	1	-6.09	
42324	1	-122.65	122.65
42323	7	-6.25	
42323	7	-1.94	
42323	7	-14	
42323	7	-8	
42323	7	0	55
42322	6	-21.78	
42322	6	-4.82	
42322	6	-14.42	
42322	6	-11.33	
42322	6	-157.25	
42322	6	-99	
42321	5	-114.46	
42320	4	-20.54	
42320	4	-9.3	
42320	4	-6.09	
42320	4	-11.25	
42319	3	-11.16	
42319	3	-24.75	
42319	3	-32.9	
42319	3	-45.46	
42319	3	-10.36	
42319	3	0	6
42319	3	0	12
42319	3	0	6
42319	3	0	6
42319	3	-40	
42319	3	-1000	1000
42319	3	0	178.3
42318	2	-9.08	
42318	2	-19.01	
42318	2	-16.54	
42318	2	-22.76	
42318	2	-20	
42318	2	-13.03	
42318	2	-8.48	
42318	2	-3002.62	
42317	1	-35.06	
42317	1	0	25
42317	1	-5	
42317	1	-317.67	317.67
42317	1	-3.43	
42317	1	-197.77	
42317	1	-15	
42317	1	-4	
42316	7	-49	
42316	7	-40	
42316	7	-60.36	
42316	7	-9.99	
42316	7	-3.75	
42315	6	-25	
42315	6	-25.93	
42315	6	-24.79	
42315	6	-0.05	
42315	6	-20.06	
42314	5	-16.97	
42314	5	-0.3	
42314	5	-53.67	
42314	5	-8.48	
42314	5	-5.23	
42314	5	0	38.23
42314	5	0	2006.79
42313	4	-13.57	
42313	4	-15.95	
42313	4	-11.18	
42313	4	-12.99	12.99
42313	4	-12.99	
42313	4	-17	
42312	3	-2	
42312	3	-29.15	
42312	3	-8.39	
42312	3	-40	
42312	3	0	40
42312	3	-6.09	
42312	3	-9	
42311	2	-8.48	
42311	2	-5	
42310	1	-6.09	
42310	1	-39.95	
42310	1	-79.95	
42310	1	-5.49	
42309	7	-11	
42309	7	-7.55	
42309	7	-30.95	
42309	7	-250	
42309	7	-10	
42309	7	-409	
42308	6	-20	
42308	6	0	40
42308	6	-4.92	
42308	6	-111.41	
42308	6	-25.93	
42308	6	-17.79	
42308	6	-22.58	
42307	5	-9.06	
42307	5	-25	
42307	5	-10	
42307	5	-12.99	12.99
42307	5	-12.99	
42307	5	-1	
42307	5	-20	
42307	5	-21	
42307	5	0	359.94
42306	4	-23.2	
42306	4	-6	
42306	4	-5	
42306	4	-8.16	
42305	3	-20	20
42305	3	-10	
42305	3	-5.82	
42305	3	-21.89	21.89
42304	2	-5.82	
42303	1	0	25
42303	1	-5.82	
42303	1	-20	
42302	7	-19.17	
42302	7	-135.92	
42302	7	-22.92	
42302	7	-20.45	
42302	7	-2.72	
42301	6	-18.25	
42301	6	-28.05	
42300	5	0	10
42300	5	-24	
42300	5	-24.17	
42300	5	-5.41	
42300	5	-11.8	
42300	5	-28	
42300	5	-168.19	168.19
42300	5	-20	
42300	5	-197.77	197.77
42300	5	-197.77	
42299	4	-15	
42299	4	-1250	1250
42299	4	-5.82	
42299	4	-1.05	1.05
42299	4	0	2006.77
42298	3	-20	
42298	3	-21.47	
42298	3	-14.29	
42298	3	-1.05	
42298	3	0	98.4
42298	3	-4.87	
42298	3	-1.05	
42297	2	-38.31	
42297	2	-5.82	
42297	2	0	10.37
42297	2	-4.27	
42296	1	-30.54	
42296	1	-15.86	
42296	1	-167.14	
42296	1	-7.94	
42296	1	-5.82	
42296	1	-33	
42296	1	-14.99	
42295	7	-32.45	
42295	7	-2	
42295	7	-8.16	
42295	7	-23.85	
42295	7	-27.98	
42295	7	-20.38	
42295	7	-16	
42295	7	-43.3	
42294	6	-3	
42294	6	-11	
42294	6	-4.02	
42294	6	-7	
42293	5	-29.38	
42293	5	-3.16	
42293	5	-38.23	
42293	5	0	14
42293	5	-21	
42293	5	-415	415
42293	5	-5.82	
42293	5	-13.04	
42293	5	-2	
42293	5	0	65
42293	5	-18.65	
42292	4	-12.83	
42292	4	-38	
42292	4	-18.82	
42292	4	-5.82	
42292	4	-8.93	
42292	4	0	120
42292	4	-101.63	
42292	4	-112.73	
42291	3	-17.2	
42291	3	-8	
42291	3	-21.99	
42291	3	-18.22	
42291	3	-5.52	
42291	3	-2.26	
42291	3	-5.82	
42291	3	-7	
42290	2	-8.98	
42290	2	-8.67	
42290	2	-5.82	
42290	2	-7.65	
42289	1	0	295
42289	1	0	25
42289	1	-6.31	
42289	1	-20	
42288	7	-3.99	
42288	7	-20.45	
42288	7	-25.14	
42288	7	-482	482
42288	7	0	30
42288	7	0	200
42288	7	0	10
42288	7	0	100
42288	7	0	142
42288	7	-26.99	
42288	7	0	36.75
42287	6	-725	725
42287	6	0	100
42287	6	0	80
42287	6	0	100
42287	6	0	20
42287	6	-92.1	
42287	6	-120.95	
42287	6	-8.16	
42287	6	0	369.44
42286	5	-2.99	
42286	5	0	70
42286	5	0	300
42286	5	-13.08	
42286	5	-8.98	
42286	5	-5	
42286	5	-23.99	
42286	5	-5.82	
42286	5	-1500	1500
42285	4	-1.81	
42285	4	-27.9	
42285	4	-5	
42285	4	-1	
42285	4	-62.9	
42285	4	-5.17	
42285	4	-5.82	
42285	4	-26.85	
42284	3	-9.88	
42284	3	-16.39	
42284	3	-21.99	
42284	3	-5.82	
42284	3	-632.08	
42284	3	-230.19	230.19
42284	3	-9.99	
42284	3	0	843.3
42284	3	0	1948.35
42283	2	-17.28	
42283	2	-25.38	
42283	2	0	25
42283	2	-5.82	
42283	2	-12.99	12.99
42283	2	-12.99	
42282	1	-4.25	
42282	1	-13.24	
42282	1	-26.32	
42282	1	-7.61	
42282	1	-9	
42281	7	-18.83	
42281	7	-93.76	
42280	6	-10.75	
42280	6	-8.73	
42280	6	-51	
42279	5	-20	
42279	5	-9.23	
42279	5	-79.95	
42279	5	-4.25	
42279	5	-7.75	7.75
42278	4	-61	
42278	4	-10	
42278	4	-5.82	
42278	4	-250	
42278	4	-1750	
42278	4	-10	
42277	3	-21	
42277	3	-20.23	
42277	3	-39	
42277	3	-12.99	12.99
42277	3	-350	350
42277	3	-12.99	
42277	3	0	359.94
42277	3	-5.49	
42276	2	-16.08	
42276	2	-187.95	
42276	2	-25	
42276	2	-9.18	
42275	1	-5.82	
42275	1	-34.56	
42275	1	0	25
42275	1	-100	
42275	1	-200	200
42274	7	-33.79	
42274	7	-7.49	
42274	7	-43.94	
42274	7	0	60
42274	7	-21.85	
42274	7	-11.74	
42274	7	-24.59	
42273	6	-33.61	
42273	6	-97.71	
42273	6	-4.36	
42272	5	-9.35	
42272	5	-5.82	
42272	5	-20	
42271	4	-10.5	
42271	4	0	30
42271	4	-51	
42271	4	-5.82	
42271	4	-329.9	329.9
42271	4	-200	
42270	3	-27.22	
42270	3	-5.82	
42270	3	-10	
42270	3	-5	
42270	3	-5	
42269	2	-9.9	
42269	2	-5.82	
42269	2	-450	
42269	2	-79.9	
42269	2	-500	500
42269	2	0	1725.16
42268	1	-36.75	
42268	1	-5.82	
42267	7	-89.64	
42267	7	-9.79	
42267	7	-19.53	
42267	7	-6.28	
42267	7	-2	
42267	7	-16.1	
42267	7	0	10.61
42267	7	-5	
42266	6	0	150.94
42266	6	0	1012.62
42266	6	-11	
42266	6	-64.68	
42266	6	-123	123
42265	5	-17.5	
42265	5	-250	
42265	5	-384	384
42265	5	-10	
42265	5	0	1876.62
42264	4	-10	
42264	4	-16	
42264	4	-5.82	
42264	4	0	3669
42264	4	-101.67	
42263	3	-14.05	
42263	3	-27.65	
42263	3	-33.46	
42263	3	-11.87	
42263	3	-5	
42263	3	-5.82	
42262	2	-35	
42262	2	-5.82	
42262	2	-2800	2800
42262	2	-26	
42262	2	-384	
42262	2	0	65
42261	1	-25.95	
42261	1	0	30
42261	1	-5.82	
42261	1	-18.7	
42261	1	-190.04	
42260	7	-14.75	
42260	7	-8.51	
42260	7	-20	
42260	7	-14.3	
42260	7	-19.5	
42260	7	-26.33	
42260	7	-3	
42260	7	-20	20
42259	6	-55	
42259	6	-0.7	
42259	6	-15.72	
42259	6	-29.59	
42259	6	-27.06	
42259	6	-14.99	
42258	5	-17.88	
42258	5	-105	
42258	5	-28.09	
42258	5	-1	
42258	5	-7.23	
42258	5	-13.06	
42258	5	-5	
42258	5	-18	
42257	4	-1	
42257	4	-4	
42257	4	0	16
42257	4	0	22.5
42257	4	0	22.5
42257	4	0	16
42257	4	0	10
42257	4	-89.64	48
42257	4	-531.25	
42257	4	-1.64	
42256	3	-115.51	
42256	3	-60	
42256	3	-150	
42256	3	0	45
42256	3	-5.82	
42255	2	0	25
42255	2	-5.82	
42255	2	-40	
42255	2	-110	
42255	2	-22.14	
42255	2	-175	175
42255	2	-9.99	
42254	1	-29.99	
42254	1	0	
42253	7	-43.45	
42253	7	-168.56	
42253	7	-31.36	
42253	7	-113	
42253	7	-31.11	
42253	7	-10.96	
42253	7	-28.22	
42253	7	-13.2	
42253	7	-14	
42253	7	-20	20
42252	6	-7	
42252	6	-53.75	
42251	5	-577.01	577.01
42251	5	-25.01	
42251	5	-17.48	
42251	5	-5	
42251	5	-5.82	
